pipeline,company,question,ground_truth,generated_answer,hit_rate,precision@k,recall@k,mrr,context_recall,semantic_similarity,answer_correctness,retrieval_time
Hybrid GraphRAG,HDFC Bank,What was HDFC Bank's focus in corporate banking during FY25?,"The bank increased its focus on construction finance, commercial real estate financing and lease rental discounting while serving as a one-stop solution for business customers.","To answer this question, we need to look at both the Graph Context and the Document Context. 

In the Graph Context, we see that HDFC Bank FOCUSES_ON Timber and Middle-Income Families, but there is no specific information about corporate banking.

In the Document Context, we find that ""the Bank increased its focus to provide construction finance in residential, commercial space as well as lease rental discounting to leading developers in FY25."" This information is related to the bank's focus on realty finance business, which is part of corporate banking.

Therefore, based on the Document Context, HDFC Bank's focus in corporate banking during FY25 was to provide construction finance in residential and commercial spaces, as well as lease rental discounting to leading developers.",0.0,0.0,0.0,0.0,0.38750208020210264,0.6186032891273499,0.0,0.39643320004688576
Hybrid GraphRAG,HDFC Bank,What is HDFC Sky?,HDFC Sky is the bank's digital investment platform that offers investment and trading services supported by digital learning initiatives.,Information unavailable.,1.0,0.2,1.0,1.0,0.5636712968349457,0.04056401923298836,0.0,0.5059521999792196
Hybrid GraphRAG,HDFC Bank,What is the objective of Sky Learn?,Sky Learn aims to improve financial literacy by providing educational content about investing and trading through digital channels.,Company not found in question.,0.0,0.0,0.0,0.0,0.0,0.06660477072000504,0.0,0.0
Hybrid GraphRAG,HDFC Bank,Where does HDFC Bank have an international presence?,"HDFC Bank has international branches in Hong Kong, Bahrain, Dubai International Financial Centre, Singapore and GIFT IFSC.","HDFC Bank has an international presence in Hong Kong, Bahrain, Dubai International Financial Centre (DIFC), and Singapore, where it has five branches. Additionally, it has a wholly owned foreign subsidiary, HDFC International Life and Re Company Limited. 

This information is obtained by combining the Graph Context, which mentions HDFC Bank's international operations, and the Document Context, which provides detailed information about the bank's global footprint and international business.",1.0,0.4,1.0,1.0,0.6743297874927521,0.8554232120513916,1.0,0.6635437000077218
Hybrid GraphRAG,HDFC Bank,How did the merger with HDFC Limited influence retail banking?,The merger strengthened customer relationships by increasing savings account penetration among home loan customers and expanding cross-selling opportunities.,"The merger with HDFC Limited influenced retail banking by bringing together HDFC Limited's segment expertise of over four and a half decades and in-person customer connect with HDFC Bank's extensive branch network and ability to leverage technology platforms, particularly in the mortgage loan business. This has opened a fresh pathway for future growth for the Bank, with access to 2.35 lakh villages, enhancing economic participation and stability for rural communities. The merger has resulted in a much stronger Bank that is now poised to capitalize further on the growth opportunities in the market, with a strengthened position as a leading financial institution.",0.0,0.0,0.0,0.0,0.45788792967796327,0.5447773933410645,0.0,0.5447776999790221
Hybrid GraphRAG,HDFC Bank,How is HDFC Bank improving digital banking?,"The bank is expanding digital banking units, investing in digital platforms and offering secure paperless banking services.","HDFC Bank is improving digital banking by digitalising customer touchpoints, document collection processes, sales service, and others. It has enabled self-service digital capabilities across all branches and has connected to direct systems cohesively. The Bank has also implemented a 'Shift Right’ strategy, which has helped reframe how it builds a customer-aligned modular and API-first digital foundation. Additionally, HDFC Bank has migrated its Core Banking System to a next-gen engineered platform, delivering enhanced performance, agility, and commitment to promote financial inclusion through the expansion of digital payment infrastructure. The Bank is also exploring new opportunities for increasing digital transactions and providing necessary directions in implementing and improving high-level digitalization.",1.0,0.2,1.0,0.25,0.6029798567295075,0.6828838586807251,0.0,0.49501040001632646
Hybrid GraphRAG,HDFC Bank,What is Project NAMAN?,Project NAMAN is HDFC Bank's initiative with the Indian Army to support veterans by improving access to government and banking services.,Company not found in question.,0.0,0.0,0.0,0.0,0.0,0.09543271362781525,0.0,0.0
Hybrid GraphRAG,HDFC Bank,What is the goal of HDFC Bank's business banking segment?,The goal is to provide a comprehensive one-stop solution for the business banking needs of customers.,"The goal of HDFC Bank is to serve as a one-stop solution for the extensive business requirements of its customers. The Wholesale Banking business of HDFC Bank caters to a wide spectrum of clientele, including Large Corporates, Multinational Corporations, Government, Public Sector Enterprises, Emerging Corporates and Business Banking/SMEs, and extends diverse and comprehensive end-to-end financial products and services.",0.0,0.0,0.0,0.0,0.38444437384605407,0.5685315132141113,0.0,0.6506469000014476
Hybrid GraphRAG,HDFC Bank,What new opportunities emerged after the HDFC Limited merger?,"The merger expanded opportunities in housing finance, construction finance and deeper customer engagement.","After the merger of HDFC Limited with HDFC Bank, new opportunities emerged, including a strengthened position as a leading financial institution, a much stronger bank poised to capitalize on growth opportunities, and an enhanced ability to offer comprehensive financial solutions. The merger also led to the creation of a financial conglomerate with a sizeable presence in insurance, mutual funds, brokerage, and alternative investments. Additionally, the bank initiated the HDFC Tech Innovators 2024 program to promote innovations and opportunities for Start-Ups across various segments, including PropTech, FinTech, Sustainability Tech, Consumer Tech, and New Age Tech. This augmented engagement with the Start-Ups ecosystem created mutual opportunities for business, platform sharing, financing, and more. The merger also enabled the bank to offer best-in-class home loan offerings to existing and new customers, riding on its network of branches, digital touchpoints, complete product range, and superior technology.",0.0,0.0,0.0,0.0,0.42137203812599183,0.520134449005127,0.0,0.5399854999850504
Hybrid GraphRAG,HDFC Bank,Which customer segment received increased attention in FY25?,The bank increased its focus on self-employed customers while strengthening retail and business banking.,Company not found in question.,0.0,0.0,0.0,0.0,0.0,0.10979585349559784,0.0,0.0
Hybrid GraphRAG,HDFC Bank,How does HDFC Bank promote investment awareness?,"Through HDFC Sky and the Sky Learn initiative, the bank provides digital educational resources for investors.","HDFC Bank promotes investment awareness through over 100 Investor Education Initiatives, which include having fund managers as expert guest speakers. Additionally, HDFC Sky, a part of the Bank, has unveiled the Sky Learn initiative, providing video-driven content across multiple digital channels to demystify financial jargon and promote literacy in core concepts of investing and trading.",1.0,0.2,1.0,0.25,0.6146889448165893,0.8682377338409424,1.0,0.5223371000029147
Hybrid GraphRAG,HDFC Bank,What is HDFC Bank's objective regarding customer relationships?,The bank aims to build deeper and long-term banking relationships with customers.,"HDFC Bank's objective regarding customer relationships is to foster trust, enhance satisfaction, and build lasting relationships with customers by anticipating their needs and delivering innovative, personalized financial solutions. This is driven by the bank's philosophy of customer centricity, which lies at the heart of everything they do. Additionally, the bank strives to achieve sustained growth by delivering exceptional product quality and customer service, and seeks to create a culture of customer-centricity and agility by addressing customer issues and providing attractive propositions to its customers.",0.0,0.0,0.0,0.0,0.4191602408885956,0.5844035148620605,0.0,0.6604044999694452
Hybrid GraphRAG,HDFC Bank,How does HDFC Bank support paperless banking?,The bank uses Digital Banking Units and technology-driven digital services to provide secure paperless banking.,"HDFC Bank supports paperless banking through its DBUs (Digital Banking Units) across various locations in India, including Haridwar, Chandigarh, Faridabad, and others. These DBUs provide efficient, secure, and paperless banking services, enabling self-service digital capabilities across all branches. Additionally, the bank is digitalising customer touchpoints, document collection processes, and sales services, which contributes to its paperless banking initiatives.",0.0,0.0,0.0,0.0,0.4191361665725708,0.678715705871582,0.0,0.45314700005110353
Hybrid GraphRAG,HDFC Bank,What services are provided through Digital Banking Units?,"Digital Banking Units provide secure digital banking, account services, transactions and customer support through technology-enabled channels.",Company not found in question.,0.0,0.0,0.0,0.0,0.0,0.050147876143455505,0.0,0.0
Hybrid GraphRAG,HDFC Bank,Why did HDFC Bank expand construction finance?,The bank expanded construction finance to strengthen its commercial banking business and meet growing financing needs after the merger.,"HDFC Bank expanded construction finance to provide a one-stop solution for the extensive business requirements of its customers, particularly in the residential and commercial space, as well as lease rental discounting to leading developers. This expansion was also driven by the merger of HDFC Limited with HDFC Bank, which inherited the realty finance business and increased its focus on construction finance. The bank aimed to solidify its position as a leading financial institution and support large-scale financing and infrastructure financing, contributing to nation-building and job creation.",0.0,0.0,0.0,0.0,0.35799104571342466,0.6751427054405212,0.0,0.3849942000233568
Hybrid GraphRAG,HDFC Bank,What is HDFC Sky's vision?,HDFC Sky aims to empower every Indian to invest wisely through a digital-first and technology-driven investment platform.,"HDFC Sky's vision is to foster a digital-first, tech-powered platform that empowers every Indian citizen to invest wisely and confidently, with the motto 'Make Money Matter'.",1.0,0.2,1.0,1.0,0.5512898623943329,0.9198427200317383,1.0,0.6880143999587744
Hybrid GraphRAG,HDFC Bank,How does HDFC Bank position itself for business customers?,"HDFC Bank positions itself as a one-stop financial partner offering lending, deposits, payments, trade finance, cash management and corporate banking solutions.","HDFC Bank positions itself for business customers through its extensive distribution network, which includes branches, Business Correspondents (BCs), ATMs, Cash Recycler Machines (CRMs), and merchant services. This network ensures widespread customer accessibility. Additionally, the Bank offers a comprehensive suite of products and services tailored to meet the unique needs of its business customers, including small businesses such as Kirana stores and Self Help Groups (SHGs). The Bank's focus on understanding and meeting the needs of these customers is also reflected in its managerial behavior architecture—Nurture, Care and Collaborate—which aims to strengthen the on-ground experience of culture. Furthermore, the Bank's Wholesale Banking segment delivers quality and reliable services to its business customers.",0.0,0.0,0.0,0.0,0.5518597096204758,0.6234917640686035,0.0,0.8789400999667123
